;time;status;count
1122;10h 11;approved;380
1123;10h 11;denied;41
1124;10h 12;denied;48
1125;10h 12;reversed;12
1126;10h 12;approved;375
1127;10h 12;refunded;4
1128;10h 13;approved;376
1129;10h 13;denied;41
1130;10h 13;refunded;4
1131;10h 13;reversed;5
1132;10h 14;denied;39
1133;10h 14;reversed;11
1134;10h 14;refunded;1
1135;10h 14;approved;355
1136;10h 15;reversed;8
1137;10h 15;approved;338
1138;10h 15;refunded;1
1139;10h 15;denied;37
1140;10h 16;approved;368
1141;10h 16;refunded;3
1142;10h 16;denied;26
1143;10h 16;backend_reversed;4
1144;10h 16;reversed;5
1145;10h 17;approved;421
1146;10h 17;reversed;11
1147;10h 17;denied;37
1148;10h 17;refunded;1
1149;10h 17;backend_reversed;4
1150;10h 18;reversed;8
1151;10h 18;denied;50
1152;10h 18;approved;386
1153;10h 19;approved;355
1154;10h 19;backend_reversed;5
1155;10h 19;refunded;3
1156;10h 19;denied;40
1157;10h 19;reversed;11
1158;10h 20;denied;31
1159;10h 20;reversed;8
1160;10h 20;approved;369
1161;10h 20;refunded;2
1162;10h 21;approved;386
1163;10h 21;reversed;10
1164;10h 21;refunded;2
1165;10h 21;denied;30
1166;10h 22;denied;41
1167;10h 22;approved;368
1168;10h 22;reversed;7
1169;10h 23;approved;374
1170;10h 23;refunded;2
1171;10h 23;reversed;2
1172;10h 23;denied;37
1173;10h 24;reversed;3
1174;10h 24;approved;394
1175;10h 24;denied;45
1176;10h 25;refunded;1
1177;10h 25;denied;43
1178;10h 25;approved;385
1179;10h 26;denied;38
1180;10h 26;approved;346
1181;10h 27;refunded;2
1182;10h 27;denied;43
1183;10h 27;approved;386
1184;10h 28;approved;409
1185;10h 28;reversed;8
1186;10h 28;denied;35
1187;10h 29;approved;377
1188;10h 29;reversed;5
1189;10h 29;refunded;4
1190;10h 29;denied;54
1191;10h 30;denied;41
1192;10h 30;approved;397
1193;10h 30;reversed;2
1194;10h 31;refunded;2
1195;10h 31;denied;34
1196;10h 31;approved;365
1197;10h 32;reversed;7
1198;10h 32;denied;39
1199;10h 32;approved;369
1200;10h 32;refunded;5
1201;10h 33;denied;35
1202;10h 33;approved;373
1203;10h 33;refunded;2
1204;10h 33;reversed;9
1205;10h 34;denied;59
1206;10h 34;reversed;10
1207;10h 34;refunded;2
1208;10h 34;approved;392
1209;10h 35;denied;35
1210;10h 35;approved;371
1211;10h 35;refunded;1
1212;10h 36;denied;42
1213;10h 36;reversed;4
1214;10h 36;approved;376
1215;10h 37;approved;385
1216;10h 37;denied;37
1217;10h 37;refunded;1
1218;10h 38;denied;34
1219;10h 38;reversed;10
1220;10h 38;approved;380
1221;10h 38;refunded;3
1222;10h 39;approved;385
1223;10h 39;denied;44
1224;10h 39;refunded;2
1225;10h 39;reversed;12
1226;10h 40;backend_reversed;6
1227;10h 40;approved;362
1228;10h 40;denied;47
1229;10h 40;reversed;6
1230;10h 40;refunded;1
1231;10h 41;reversed;10
1232;10h 41;approved;401
1233;10h 41;refunded;2
1234;10h 41;denied;40
1235;10h 42;approved;377
1236;10h 42;denied;51
1237;10h 43;reversed;3
1238;10h 43;approved;381
1239;10h 43;denied;57
1240;10h 43;refunded;3
1241;10h 44;denied;46
1242;10h 44;approved;398
1243;10h 45;reversed;6
1244;10h 45;approved;383
1245;10h 45;denied;27
1246;10h 46;denied;43
1247;10h 46;reversed;6
1248;10h 46;refunded;2
1249;10h 46;approved;370
1250;10h 47;denied;47
1251;10h 47;backend_reversed;7
1252;10h 47;approved;358
1253;10h 47;reversed;12
1254;10h 47;refunded;2
1255;10h 48;denied;41
1256;10h 48;refunded;2
1257;10h 48;approved;418
1258;10h 48;reversed;7
1259;10h 49;denied;43
1260;10h 49;reversed;11
1261;10h 49;approved;382
1262;10h 49;refunded;1
1263;10h 49;backend_reversed;6
1264;10h 50;reversed;6
1265;10h 50;backend_reversed;5
1266;10h 50;failed;2
1267;10h 50;approved;391
1268;10h 50;denied;45
1269;10h 51;denied;41
1270;10h 51;reversed;9
1271;10h 51;approved;344
1272;10h 51;backend_reversed;39
1273;10h 51;refunded;3
1274;10h 52;reversed;8
1275;10h 52;denied;38
1276;10h 52;approved;354
1277;10h 52;backend_reversed;41
1278;10h 52;refunded;2
1279;10h 53;backend_reversed;61
1280;10h 53;denied;36
1281;10h 53;reversed;6
1282;10h 53;refunded;3
1283;10h 53;approved;354
1284;10h 54;approved;349
1285;10h 54;reversed;20
1286;10h 54;denied;45
1287;10h 54;refunded;2
1288;10h 54;backend_reversed;51
1289;10h 55;backend_reversed;46
1290;10h 55;denied;34
1291;10h 55;reversed;20
1292;10h 55;approved;355
1293;10h 56;approved;439
1294;10h 56;backend_reversed;1
1295;10h 56;denied;50
1296;10h 56;reversed;6
1297;10h 57;denied;43
1298;10h 57;approved;386
1299;10h 57;reversed;9
1300;10h 58;reversed;8
1301;10h 58;backend_reversed;8
1302;10h 58;approved;373
1303;10h 58;denied;41
1304;10h 59;approved;389
1305;10h 59;denied;26
1306;11h 00;approved;379
1307;11h 00;refunded;3
1308;11h 00;denied;43
1309;11h 01;denied;43
1310;11h 01;reversed;12
1311;11h 01;approved;414
1312;11h 02;approved;406
1313;11h 02;denied;35
1314;11h 02;reversed;9
1315;11h 03;approved;382
1316;11h 03;denied;44
1317;11h 04;reversed;8
1318;11h 04;approved;411
1319;11h 04;backend_reversed;5
1320;11h 04;refunded;2
1321;11h 04;denied;37
1322;11h 05;reversed;8
1323;11h 05;approved;406
1324;11h 05;refunded;3
1325;11h 05;denied;35
1326;11h 06;denied;34
1327;11h 06;approved;399
1328;11h 06;reversed;10
1329;11h 07;approved;408
1330;11h 07;refunded;1
1331;11h 07;denied;35
1332;11h 07;reversed;14
1333;11h 08;refunded;3
1334;11h 08;approved;425
1335;11h 08;denied;50
1336;11h 08;reversed;4
1337;11h 09;denied;44
1338;11h 09;approved;428
1339;11h 09;refunded;2
1340;11h 09;reversed;12
1341;11h 10;approved;415
1342;11h 10;backend_reversed;4
1343;11h 10;reversed;12
1344;11h 10;denied;42
1345;11h 11;refunded;1
1346;11h 11;approved;452
1347;11h 11;reversed;17
1348;11h 11;denied;52
1349;11h 12;reversed;15
1350;11h 12;approved;359
1351;11h 12;denied;54
1352;11h 13;approved;415
1353;11h 13;denied;45
1354;11h 13;reversed;18
1355;11h 13;refunded;2
1356;11h 14;denied;37
1357;11h 14;refunded;4
1358;11h 14;approved;393
1359;11h 14;reversed;8
1360;11h 15;approved;383
1361;11h 15;reversed;4
1362;11h 15;denied;37
1363;11h 15;refunded;1
1364;11h 16;approved;372
1365;11h 16;denied;43
1366;11h 17;approved;344
1367;11h 17;backend_reversed;4
1368;11h 17;reversed;5
1369;11h 17;denied;49
1370;11h 18;reversed;8
1371;11h 18;denied;49
1372;11h 18;approved;415
1373;11h 18;refunded;3
1374;11h 19;approved;359
1375;11h 19;reversed;9
1376;11h 19;denied;25
1377;11h 20;approved;365
1378;11h 20;denied;39
1379;11h 20;reversed;14
1380;11h 20;failed;1
1381;11h 21;approved;381
1382;11h 21;refunded;1
1383;11h 21;denied;43
1384;11h 21;reversed;5
1385;11h 22;denied;42
1386;11h 22;approved;397
1387;11h 22;reversed;2
1388;11h 22;refunded;2
1389;11h 23;denied;38
1390;11h 23;approved;361
1391;11h 23;refunded;3
1392;11h 24;reversed;6
1393;11h 24;approved;392
1394;11h 24;refunded;5
1395;11h 24;backend_reversed;6
1396;11h 24;denied;46
1397;11h 25;denied;57
1398;11h 25;reversed;6
1399;11h 25;approved;381
1400;11h 26;denied;40
1401;11h 26;approved;384
1402;11h 26;refunded;2
1403;11h 26;reversed;10
1404;11h 27;backend_reversed;7
1405;11h 27;refunded;1
1406;11h 27;approved;369
1407;11h 27;denied;42
1408;11h 27;reversed;8
1409;11h 28;reversed;12
1410;11h 28;approved;406
1411;11h 28;refunded;3
1412;11h 28;backend_reversed;2
1413;11h 28;denied;29
1414;11h 29;denied;43
1415;11h 29;refunded;1
1416;11h 29;approved;404
1417;11h 29;reversed;11
1418;11h 30;denied;40
1419;11h 30;reversed;6
1420;11h 30;approved;366
1421;11h 31;reversed;9
1422;11h 31;denied;38
1423;11h 31;approved;353
1424;11h 32;denied;41
1425;11h 32;reversed;10
1426;11h 32;approved;391
1427;11h 33;reversed;7
1428;11h 33;denied;52
1429;11h 33;approved;366
1430;11h 34;denied;49
1431;11h 34;reversed;13
1432;11h 34;approved;386
1433;11h 35;reversed;9
1434;11h 35;denied;36
1435;11h 35;approved;406
1436;11h 36;approved;453
1437;11h 36;denied;35
1438;11h 36;reversed;7
1439;11h 37;approved;393
1440;11h 37;denied;44
1441;11h 38;approved;398
1442;11h 38;reversed;10
1443;11h 38;denied;32
1444;11h 38;refunded;4
1445;11h 39;approved;382
1446;11h 39;reversed;6
1447;11h 39;refunded;1
1448;11h 39;denied;44
1449;11h 40;approved;384
1450;11h 40;denied;43
1451;11h 40;reversed;6
1452;11h 41;approved;386
1453;11h 41;denied;36
1454;11h 41;reversed;1
1455;11h 41;refunded;3
1456;11h 42;refunded;3
1457;11h 42;denied;25
1458;11h 42;approved;402
1459;11h 42;reversed;6
1460;11h 43;approved;392
1461;11h 43;denied;34
1462;11h 44;denied;43
1463;11h 44;refunded;2
1464;11h 44;reversed;10
1465;11h 44;approved;381
1466;11h 45;denied;43
1467;11h 45;approved;383
1468;11h 45;refunded;1
1469;11h 45;reversed;7
1470;11h 46;reversed;2
1471;11h 46;approved;372
1472;11h 46;refunded;3
1473;11h 46;denied;41
1474;11h 47;refunded;3
1475;11h 47;approved;378
1476;11h 47;reversed;4
1477;11h 47;denied;50
1478;11h 48;approved;397
1479;11h 48;denied;42
1480;11h 48;reversed;4
1481;11h 49;reversed;3
1482;11h 49;denied;42
1483;11h 49;approved;405
1484;11h 50;reversed;6
1485;11h 50;denied;51
1486;11h 50;approved;406
1487;11h 51;approved;349
1488;11h 51;reversed;13
1489;11h 51;denied;59
1490;11h 52;approved;374
1491;11h 52;denied;41
1492;11h 52;reversed;3
1493;11h 52;refunded;1
1494;11h 53;denied;41
1495;11h 53;reversed;8
1496;11h 53;approved;404
1497;11h 54;denied;40
1498;11h 54;approved;355
1499;11h 54;reversed;8
1500;11h 55;reversed;5
1501;11h 55;approved;395
1502;11h 55;denied;40
1503;11h 55;refunded;4
1504;11h 55;backend_reversed;1
1505;11h 56;approved;332
1506;11h 56;reversed;12
1507;11h 56;denied;43
1508;11h 57;denied;44
1509;11h 57;reversed;8
1510;11h 57;approved;389
1511;11h 58;reversed;13
1512;11h 58;refunded;1
1513;11h 58;denied;48
1514;11h 58;approved;407
1515;11h 59;approved;361
1516;11h 59;denied;26
1517;11h 59;reversed;12
1518;12h 00;denied;36
1519;12h 00;approved;354
1520;12h 00;refunded;2
1521;12h 00;reversed;2
1522;12h 01;approved;370
1523;12h 01;refunded;1
1524;12h 01;denied;42
1525;12h 01;reversed;12
1526;12h 02;reversed;8
1527;12h 02;denied;38
1528;12h 02;approved;379
1529;12h 03;approved;348
1530;12h 03;denied;29
1531;12h 03;refunded;1
1532;12h 03;reversed;5
1533;12h 04;approved;370
1534;12h 04;refunded;2
1535;12h 04;denied;36
1536;12h 04;reversed;8
1537;12h 05;denied;36
1538;12h 05;approved;347
1539;12h 06;approved;362
1540;12h 06;denied;35
1541;12h 06;reversed;7
1542;12h 07;approved;143
1543;12h 07;denied;19
1544;12h 07;reversed;9
1545;12h 07;processing;5
1546;12h 07;backend_reversed;6
1547;12h 08;denied;23
1548;12h 08;reversed;3
1549;12h 08;approved;248
1550;12h 09;approved;533
1551;12h 09;reversed;16
1552;12h 09;refunded;3
1553;12h 09;denied;45
1554;12h 10;denied;45
1555;12h 10;approved;388
1556;12h 10;refunded;4
1557;12h 10;reversed;6
1558;12h 11;denied;34
1559;12h 11;approved;349
1560;12h 11;reversed;11
1561;12h 12;approved;358
1562;12h 12;reversed;4
1563;12h 12;denied;21
1564;12h 12;refunded;1
1565;12h 13;refunded;1
1566;12h 13;denied;37
1567;12h 13;approved;341
1568;12h 13;reversed;14
1569;12h 14;approved;347
1570;12h 14;denied;28
1571;12h 15;approved;351
1572;12h 15;denied;41
1573;12h 15;reversed;3
1574;12h 16;denied;41
1575;12h 16;backend_reversed;4
1576;12h 16;reversed;12
1577;12h 16;approved;324
1578;12h 17;reversed;6
1579;12h 17;denied;39
1580;12h 17;approved;348
1581;12h 17;refunded;4
1582;12h 18;denied;26
1583;12h 18;reversed;4
1584;12h 18;approved;342
1585;12h 19;denied;27
1586;12h 19;reversed;10
1587;12h 19;approved;327
1588;12h 20;approved;341
1589;12h 20;denied;31
1590;12h 20;reversed;11
1591;12h 21;approved;331
1592;12h 21;reversed;9
1593;12h 21;denied;38
1594;12h 22;denied;34
1595;12h 22;refunded;2
1596;12h 22;approved;294
1597;12h 22;reversed;9
1598;12h 23;reversed;8
1599;12h 23;approved;316
1600;12h 23;denied;28
1601;12h 24;denied;31
1602;12h 24;backend_reversed;2
1603;12h 24;approved;305
1604;12h 24;reversed;4
1605;12h 25;denied;25
1606;12h 25;approved;328
1607;12h 25;refunded;1
1608;12h 26;approved;304
1609;12h 26;denied;43
1610;12h 26;reversed;11
1611;12h 27;approved;316
1612;12h 27;reversed;2
1613;12h 27;denied;34
1614;12h 28;approved;315
1615;12h 28;reversed;12
1616;12h 28;denied;15
1617;12h 29;approved;349
1618;12h 29;denied;26
1619;12h 29;reversed;9
1620;12h 30;approved;309
1621;12h 30;refunded;4
1622;12h 30;denied;29
1623;12h 30;reversed;11
1624;12h 31;denied;30
1625;12h 31;approved;320
1626;12h 31;reversed;3
1627;12h 32;refunded;3
1628;12h 32;denied;18
1629;12h 32;approved;280
1630;12h 32;reversed;14
1631;12h 33;denied;23
1632;12h 33;reversed;9
1633;12h 33;approved;309
1634;12h 34;reversed;12
1635;12h 34;denied;29
1636;12h 34;backend_reversed;2
1637;12h 34;approved;295
1638;12h 35;approved;290
1639;12h 35;refunded;4
1640;12h 35;denied;23
1641;12h 35;reversed;2
1642;12h 36;refunded;1
1643;12h 36;denied;28
1644;12h 36;approved;278
1645;12h 37;denied;35
1646;12h 37;reversed;8
1647;12h 37;refunded;3
1648;12h 37;approved;298
1649;12h 38;reversed;12
1650;12h 38;approved;307
1651;12h 38;denied;33
1652;12h 39;reversed;6
1653;12h 39;denied;27
1654;12h 39;approved;322
1655;12h 39;failed;2
1656;12h 40;refunded;1
1657;12h 40;approved;293
1658;12h 40;denied;31
1659;12h 40;failed;1
1660;12h 40;reversed;13
1661;12h 41;denied;29
1662;12h 41;reversed;2
1663;12h 41;approved;326
1664;12h 42;refunded;2
1665;12h 42;reversed;6
1666;12h 42;approved;288
1667;12h 42;denied;38
1668;12h 43;approved;295
1669;12h 43;denied;36
1670;12h 43;reversed;12
1671;12h 44;reversed;11
1672;12h 44;denied;34
1673;12h 44;approved;293
1674;12h 45;approved;310
1675;12h 45;denied;32
1676;12h 45;reversed;13
1677;12h 46;approved;318
1678;12h 46;denied;28
1679;12h 47;backend_reversed;5
1680;12h 47;denied;24
1681;12h 47;approved;272
1682;12h 47;refunded;4
1683;12h 48;reversed;5
1684;12h 48;denied;34
1685;12h 48;approved;321
1686;12h 49;refunded;3
1687;12h 49;denied;25
1688;12h 49;approved;303
1689;12h 50;refunded;1
1690;12h 50;approved;258
1691;12h 50;reversed;5
1692;12h 50;denied;24
1693;12h 51;denied;25
1694;12h 51;approved;308
1695;12h 51;reversed;10
1696;12h 52;denied;26
1697;12h 52;reversed;7
1698;12h 52;backend_reversed;8
1699;12h 52;approved;302
1700;12h 52;refunded;3
1701;12h 53;denied;34
1702;12h 53;reversed;10
1703;12h 53;approved;265
1704;12h 53;refunded;2
1705;12h 54;reversed;3
1706;12h 54;approved;273
1707;12h 54;denied;33
1708;12h 55;denied;27
1709;12h 55;approved;326
1710;12h 56;denied;28
1711;12h 56;approved;298
1712;12h 56;reversed;4
1713;12h 57;denied;31
1714;12h 57;reversed;11
1715;12h 57;backend_reversed;2
1716;12h 57;approved;309
1717;12h 58;approved;297
1718;12h 58;denied;32
1719;12h 58;refunded;3
1720;12h 58;reversed;10
1721;12h 59;denied;36
1722;12h 59;refunded;1
1723;12h 59;reversed;2
1724;12h 59;approved;305
1725;13h 00;approved;294
1726;13h 00;denied;20
1727;13h 01;reversed;3
1728;13h 01;approved;287
1729;13h 01;denied;33
1730;13h 02;reversed;6
1731;13h 02;denied;32
1732;13h 02;refunded;2
1733;13h 02;failed;1
1734;13h 02;approved;298
1735;13h 03;refunded;2
1736;13h 03;approved;277
1737;13h 03;denied;24
1738;13h 04;refunded;3
1739;13h 04;denied;33
1740;13h 04;approved;265
1741;13h 05;approved;298
1742;13h 05;refunded;2
1743;13h 05;reversed;2
1744;13h 05;denied;24
1745;13h 06;denied;31
1746;13h 06;refunded;2
1747;13h 06;reversed;10
1748;13h 06;approved;311
1749;13h 07;denied;29
1750;13h 07;reversed;5
1751;13h 07;approved;310
1752;13h 08;denied;37
1753;13h 08;approved;298
1754;13h 08;reversed;6
1755;13h 09;approved;284
1756;13h 09;reversed;1
1757;13h 09;denied;20
1758;13h 10;denied;36
1759;13h 10;backend_reversed;6
1760;13h 10;approved;313
1761;13h 11;refunded;1
1762;13h 11;denied;23
1763;13h 11;reversed;5
1764;13h 11;approved;331
1765;13h 12;denied;27
1766;13h 12;approved;290
1767;13h 12;reversed;12
1768;13h 13;denied;27
1769;13h 13;refunded;3
1770;13h 13;approved;304
1771;13h 13;reversed;1
1772;13h 14;denied;29
1773;13h 14;approved;297
1774;13h 15;denied;33
1775;13h 15;reversed;11
1776;13h 15;approved;297
1777;13h 16;approved;306
1778;13h 16;denied;20
1779;13h 16;reversed;4
1780;13h 16;refunded;3
1781;13h 17;reversed;5
1782;13h 17;denied;27
1783;13h 17;approved;315
1784;13h 18;denied;32
1785;13h 18;approved;260
1786;13h 18;reversed;10
1787;13h 19;reversed;11
1788;13h 19;approved;293
1789;13h 19;denied;41
1790;13h 20;approved;298
1791;13h 20;denied;28
1792;13h 21;approved;294
1793;13h 21;refunded;3
1794;13h 21;reversed;3
1795;13h 21;denied;32
1796;13h 22;reversed;2
1797;13h 22;approved;278
1798;13h 22;denied;46
1799;13h 22;backend_reversed;5
1800;13h 23;refunded;3
1801;13h 23;approved;277
1802;13h 23;denied;28
1803;13h 23;reversed;1
1804;13h 24;reversed;5
1805;13h 24;refunded;1
1806;13h 24;approved;313
1807;13h 24;denied;33
1808;13h 25;approved;306
1809;13h 25;refunded;1
1810;13h 25;denied;37
1811;13h 25;reversed;9
1812;13h 26;reversed;9
1813;13h 26;approved;305
1814;13h 26;denied;47
1815;13h 27;refunded;2
1816;13h 27;approved;297
1817;13h 27;denied;32
1818;13h 28;approved;279
1819;13h 28;reversed;1
1820;13h 28;denied;29
1821;13h 28;refunded;1
1822;13h 29;denied;35
1823;13h 29;approved;311
1824;13h 29;reversed;6
1825;13h 30;reversed;9
1826;13h 30;denied;25
1827;13h 30;approved;280
1828;13h 31;denied;29
1829;13h 31;approved;311
1830;13h 31;reversed;2
1831;13h 32;approved;295
1832;13h 32;denied;29
1833;13h 32;reversed;5
1834;13h 32;refunded;1
1835;13h 33;reversed;2
1836;13h 33;approved;312
1837;13h 33;denied;34
1838;13h 34;denied;22
1839;13h 34;reversed;12
1840;13h 34;approved;298
1841;13h 34;refunded;4
1842;13h 35;denied;30
1843;13h 35;reversed;2
1844;13h 35;approved;308
1845;13h 36;approved;291
1846;13h 36;reversed;3
1847;13h 36;denied;23
1848;13h 37;reversed;10
1849;13h 37;refunded;2
1850;13h 37;approved;271
1851;13h 37;denied;25
1852;13h 38;reversed;6
1853;13h 38;approved;290
1854;13h 38;denied;26
1855;13h 39;approved;300
1856;13h 39;reversed;15
1857;13h 39;denied;13
1858;13h 40;reversed;9
1859;13h 40;approved;279
1860;13h 40;refunded;1
1861;13h 40;denied;24
1862;13h 41;approved;285
1863;13h 41;denied;26
1864;13h 41;reversed;14
1865;13h 42;denied;27
1866;13h 42;approved;283
1867;13h 42;reversed;7
1868;13h 43;denied;42
1869;13h 43;reversed;9
1870;13h 43;approved;277
1871;13h 43;refunded;3
1872;13h 44;denied;38
1873;13h 44;refunded;3
1874;13h 44;approved;314
1875;13h 44;reversed;2
1876;13h 45;refunded;3
1877;13h 45;approved;322
1878;13h 45;denied;42
1879;13h 46;approved;310
1880;13h 46;denied;29
1881;13h 46;reversed;5
1882;13h 46;refunded;2
1883;13h 47;refunded;3
1884;13h 47;denied;31
1885;13h 47;approved;323
1886;13h 48;approved;295
1887;13h 48;reversed;11
1888;13h 48;denied;38
1889;13h 48;refunded;4
1890;13h 49;denied;25
1891;13h 49;reversed;5
1892;13h 49;approved;335
1893;13h 50;reversed;8
1894;13h 50;approved;316
1895;13h 50;refunded;2
1896;13h 50;denied;32
1897;13h 51;backend_reversed;8
1898;13h 51;approved;325
1899;13h 51;denied;27
1900;13h 52;approved;316
1901;13h 52;denied;37
1902;13h 53;denied;20
1903;13h 53;reversed;12
1904;13h 53;approved;314
1905;13h 54;reversed;5
1906;13h 54;approved;328
1907;13h 54;denied;30
1908;13h 54;refunded;3
1909;13h 55;approved;340
1910;13h 55;denied;27
1911;13h 55;reversed;8
1912;13h 55;refunded;4
1913;13h 56;reversed;11
1914;13h 56;approved;332
